run_id,date,time,rating,href,result,clock,url,rank_in_run,rank_in_result,rank_run
35c2058b-0353-43d4-a3de-ce69747f6622,2026-02-20,10:54:22,1004,/training/2Q2VH,good,0,https://lichess.org/training/2Q2VH,1,2478,115
35c2058b-0353-43d4-a3de-ce69747f6622,2026-02-20,10:54:22,1018,/training/gkCno,good,5,https://lichess.org/training/gkCno,2,2479,115
35c2058b-0353-43d4-a3de-ce69747f6622,2026-02-20,10:54:22,1030,/training/T4w5S,good,4,https://lichess.org/training/T4w5S,3,2480,115
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1015,/training/Lwm2o,good,7,https://lichess.org/training/Lwm2o,2,2461,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1041,/training/or9JV,good,3,https://lichess.org/training/or9JV,3,2462,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1061,/training/KgeWq,good,6,https://lichess.org/training/KgeWq,4,2463,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1077,/training/qlWPj,good,4,https://lichess.org/training/qlWPj,5,2464,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1077,/training/FEJ0p,good,4,https://lichess.org/training/FEJ0p,6,2465,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1099,/training/GyAYs,good,7,https://lichess.org/training/GyAYs,7,2466,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1106,/training/Koaiy,good,10,https://lichess.org/training/Koaiy,8,2467,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1123,/training/MZmWQ,good,5,https://lichess.org/training/MZmWQ,9,2468,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1136,/training/PLdFP,good,5,https://lichess.org/training/PLdFP,10,2469,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1158,/training/S4NoI,good,8,https://lichess.org/training/S4NoI,11,2470,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1165,/training/TWYB9,good,5,https://lichess.org/training/TWYB9,12,2471,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1186,/training/79JRi,good,33,https://lichess.org/training/79JRi,13,2472,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1189,/training/Fa06e,good,6,https://lichess.org/training/Fa06e,14,2473,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1279,/training/VYUpL,good,26,https://lichess.org/training/VYUpL,16,2474,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1300,/training/yjB2o,good,5,https://lichess.org/training/yjB2o,18,2475,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1304,/training/1PAp3,good,9,https://lichess.org/training/1PAp3,19,2476,114
73239460-3108-4a25-a523-9f94c7ea10d0,2026-02-19,07:33:21,1315,/training/mlJoe,good,8,https://lichess.org/training/mlJoe,20,2477,114
