run_id,date,time,rating,href,result,clock,url,rank_in_run,rank_in_result,rank_run
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1005,/training/TMNxR,good,0,https://lichess.org/training/TMNxR,1,1650,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1023,/training/kzkpi,good,5,https://lichess.org/training/kzkpi,2,1651,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1045,/training/DWhKl,good,7,https://lichess.org/training/DWhKl,3,1652,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1058,/training/MV2Iu,good,3,https://lichess.org/training/MV2Iu,4,1653,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1062,/training/DRKWO,good,6,https://lichess.org/training/DRKWO,5,1654,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1080,/training/KtjjY,good,9,https://lichess.org/training/KtjjY,6,1655,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1094,/training/b8IoG,good,5,https://lichess.org/training/b8IoG,7,1656,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1101,/training/lBDxN,good,5,https://lichess.org/training/lBDxN,8,1657,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1130,/training/fH7ql,good,6,https://lichess.org/training/fH7ql,9,1658,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1134,/training/qCw7z,good,4,https://lichess.org/training/qCw7z,10,1659,77
a2b2e069-1ad5-4bf4-a9da-22a2a19ddf19,2026-02-03,14:02:17,1147,/training/lLntO,good,6,https://lichess.org/training/lLntO,11,1660,77
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1274,/training/XkKqD,good,7,https://lichess.org/training/XkKqD,15,1641,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1284,/training/RwWeD,good,8,https://lichess.org/training/RwWeD,16,1642,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1293,/training/aowvR,good,5,https://lichess.org/training/aowvR,17,1643,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1304,/training/DT97U,good,9,https://lichess.org/training/DT97U,18,1644,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1306,/training/3gi8I,good,13,https://lichess.org/training/3gi8I,19,1645,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1314,/training/4bv44,good,11,https://lichess.org/training/4bv44,20,1646,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1326,/training/wym7a,good,15,https://lichess.org/training/wym7a,21,1647,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1339,/training/8D3DT,good,9,https://lichess.org/training/8D3DT,22,1648,76
6f01d341-42ca-45ba-aef6-bd7bab0c846b,2026-02-03,11:19:55,1415,/training/PQ8YQ,good,8,https://lichess.org/training/PQ8YQ,23,1649,76
