run_id,date,time,rating,href,result,clock,url,rank_in_run,rank_in_result,rank_run
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1010,/training/eAIhp,good,0,https://lichess.org/training/eAIhp,1,2111,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1018,/training/3nnOS,good,12,https://lichess.org/training/3nnOS,2,2112,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1037,/training/REDaH,good,5,https://lichess.org/training/REDaH,3,2113,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1048,/training/ZenhC,good,9,https://lichess.org/training/ZenhC,4,2114,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1059,/training/E4krL,good,4,https://lichess.org/training/E4krL,5,2115,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1082,/training/nLmbB,good,7,https://lichess.org/training/nLmbB,6,2116,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1099,/training/U07sF,good,4,https://lichess.org/training/U07sF,7,2117,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1107,/training/Cb5ST,good,5,https://lichess.org/training/Cb5ST,8,2118,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1125,/training/PAMty,good,7,https://lichess.org/training/PAMty,9,2119,98
f7e5c5e3-34a4-4b53-be7f-6f5c2bcd09c0,2026-02-09,11:25:15,1142,/training/DwCSz,good,8,https://lichess.org/training/DwCSz,10,2120,98
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1197,/training/jyFJ8,good,5,https://lichess.org/training/jyFJ8,14,2101,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1271,/training/WruZa,good,3,https://lichess.org/training/WruZa,15,2102,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1283,/training/nEUyI,good,6,https://lichess.org/training/nEUyI,16,2103,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1284,/training/uaK9c,good,9,https://lichess.org/training/uaK9c,17,2104,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1294,/training/TbMct,good,8,https://lichess.org/training/TbMct,18,2105,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1301,/training/FeTjX,good,5,https://lichess.org/training/FeTjX,19,2106,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1320,/training/a0ab1,good,10,https://lichess.org/training/a0ab1,20,2107,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1334,/training/s2sab,good,10,https://lichess.org/training/s2sab,22,2108,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1413,/training/5aZ6z,good,15,https://lichess.org/training/5aZ6z,23,2109,97
7a399ba0-801b-4066-9b80-f4aa071a89a2,2026-02-09,11:17:21,1424,/training/BWJQW,good,7,https://lichess.org/training/BWJQW,24,2110,97
