run_id,date,time,rating,href,result,clock,url,rank_in_run,rank_in_result,rank_run
32b70c2e-4d4e-4e7e-ad14-5aad20b7567c,2026-01-21,22:08:01,1016,/training/rTabw,good,0,https://lichess.org/training/rTabw,1,619,30
32b70c2e-4d4e-4e7e-ad14-5aad20b7567c,2026-01-21,22:08:01,1022,/training/sKOMr,good,2,https://lichess.org/training/sKOMr,2,620,30
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1001,/training/3Ccgu,good,0,https://lichess.org/training/3Ccgu,1,602,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1020,/training/u8aQY,good,6,https://lichess.org/training/u8aQY,2,603,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1040,/training/vCHRv,good,4,https://lichess.org/training/vCHRv,3,604,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1059,/training/Ht0oh,good,9,https://lichess.org/training/Ht0oh,4,605,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1076,/training/alqKu,good,6,https://lichess.org/training/alqKu,6,606,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1086,/training/L8QCY,good,6,https://lichess.org/training/L8QCY,7,607,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1107,/training/sfsz1,good,5,https://lichess.org/training/sfsz1,8,608,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1123,/training/YePSa,good,12,https://lichess.org/training/YePSa,9,609,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1130,/training/DJcoV,good,9,https://lichess.org/training/DJcoV,10,610,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1142,/training/dBCZf,good,8,https://lichess.org/training/dBCZf,11,611,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1174,/training/tCoh8,good,5,https://lichess.org/training/tCoh8,12,612,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1196,/training/P22vE,good,21,https://lichess.org/training/P22vE,14,613,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1272,/training/Db8EN,good,3,https://lichess.org/training/Db8EN,15,614,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1282,/training/ILMJp,good,5,https://lichess.org/training/ILMJp,16,615,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1285,/training/626pD,good,6,https://lichess.org/training/626pD,17,616,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1309,/training/fiJb5,good,9,https://lichess.org/training/fiJb5,19,617,29
f2c313b1-519f-47de-895b-c88ecf96b65c,2026-01-21,22:04:19,1313,/training/2zbn6,good,18,https://lichess.org/training/2zbn6,20,618,29
f3d881c4-d577-4350-8efe-122c7c6348de,2026-01-21,21:13:18,1437,/training/CsE1D,good,12,https://lichess.org/training/CsE1D,26,601,28
