run_id,date,time,rating,href,result,clock,url,rank_in_run,rank_in_result,rank_run
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1012,/training/DI2Q3,good,0,https://lichess.org/training/DI2Q3,1,812,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1030,/training/pvrjP,good,6,https://lichess.org/training/pvrjP,2,813,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1043,/training/fUVrO,good,6,https://lichess.org/training/fUVrO,3,814,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1048,/training/rygcI,good,8,https://lichess.org/training/rygcI,4,815,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1062,/training/MoqwF,good,6,https://lichess.org/training/MoqwF,5,816,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1066,/training/wvaQs,good,5,https://lichess.org/training/wvaQs,6,817,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1084,/training/xwxRp,good,3,https://lichess.org/training/xwxRp,7,818,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1105,/training/Xz4Lh,good,4,https://lichess.org/training/Xz4Lh,8,819,39
d2558b84-9529-480e-b2f2-474878e51ec2,2026-01-23,22:30:55,1126,/training/jYySx,good,2,https://lichess.org/training/jYySx,9,820,39
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1293,/training/AFFxl,good,9,https://lichess.org/training/AFFxl,17,801,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1308,/training/EToBJ,good,8,https://lichess.org/training/EToBJ,18,802,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1310,/training/7wKb3,good,13,https://lichess.org/training/7wKb3,19,803,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1321,/training/Gs0Pq,good,3,https://lichess.org/training/Gs0Pq,20,804,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1333,/training/b6X4h,good,6,https://lichess.org/training/b6X4h,21,805,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1339,/training/EcnSd,good,16,https://lichess.org/training/EcnSd,22,806,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1415,/training/eTy1m,good,8,https://lichess.org/training/eTy1m,23,807,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1426,/training/QED7y,good,11,https://lichess.org/training/QED7y,24,808,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1435,/training/ary2v,good,7,https://lichess.org/training/ary2v,25,809,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1441,/training/kGor5,good,7,https://lichess.org/training/kGor5,26,810,38
162b1581-8968-4d79-a2ba-2dfecf696af7,2026-01-23,22:07:42,1451,/training/XGsfR,good,17,https://lichess.org/training/XGsfR,27,811,38
