run_id,date,time,rating,href,result,clock,url,rank_in_run,rank_in_result,rank_run
b7ad638d-05d1-4534-9465-8c5e441f3f5a,2026-02-07,22:27:23,1176,/training/uzVmn,bad,8,https://lichess.org/training/uzVmn,13,278,86
b7ad638d-05d1-4534-9465-8c5e441f3f5a,2026-02-07,22:27:23,1187,/training/Hoj3V,bad,8,https://lichess.org/training/Hoj3V,14,279,86
b7ad638d-05d1-4534-9465-8c5e441f3f5a,2026-02-07,22:27:23,1325,/training/vQJIO,bad,5,https://lichess.org/training/vQJIO,20,280,86
db858bd8-5eec-4263-87b7-6b04eadb7ee2,2026-02-07,21:49:13,1307,/training/y8rAb,bad,2,https://lichess.org/training/y8rAb,19,276,85
db858bd8-5eec-4263-87b7-6b04eadb7ee2,2026-02-07,21:49:13,1330,/training/OnUWM,bad,7,https://lichess.org/training/OnUWM,22,277,85
d6b76140-1e4c-4388-9232-d6d7769e22b7,2026-02-07,21:45:20,1436,/training/gJdPm,bad,15,https://lichess.org/training/gJdPm,26,275,84
160b7b1b-354d-4e6b-8550-d1b533202c41,2026-02-07,21:35:48,1459,/training/MRE2p,bad,8,https://lichess.org/training/MRE2p,29,274,83
c5ef1c45-e7f3-4848-a104-b3c6a03482db,2026-02-07,20:57:48,1292,/training/shL0u,bad,11,https://lichess.org/training/shL0u,17,272,82
c5ef1c45-e7f3-4848-a104-b3c6a03482db,2026-02-07,20:57:48,1424,/training/pwDXf,bad,6,https://lichess.org/training/pwDXf,24,273,82
bc4427de-da0b-4da7-b395-5c5d3d844fe7,2026-02-06,08:41:29,1334,/training/CSLNW,bad,27,https://lichess.org/training/CSLNW,22,271,81
1033842a-e25f-4d58-a20b-518115c7462b,2026-02-04,16:30:56,1335,/training/etDp4,bad,4,https://lichess.org/training/etDp4,22,269,80
1033842a-e25f-4d58-a20b-518115c7462b,2026-02-04,16:30:56,1421,/training/CcRwr,bad,2,https://lichess.org/training/CcRwr,24,270,80
d094c40f-f16c-4ad2-808f-d60a780365b2,2026-02-04,09:35:13,1037,/training/SwySC,bad,16,https://lichess.org/training/SwySC,3,264,79
d094c40f-f16c-4ad2-808f-d60a780365b2,2026-02-04,09:35:13,1151,/training/Hhsw3,bad,29,https://lichess.org/training/Hhsw3,11,265,79
d094c40f-f16c-4ad2-808f-d60a780365b2,2026-02-04,09:35:13,1194,/training/pIqAF,bad,24,https://lichess.org/training/pIqAF,14,266,79
d094c40f-f16c-4ad2-808f-d60a780365b2,2026-02-04,09:35:13,1273,/training/30A8o,bad,6,https://lichess.org/training/30A8o,15,267,79
d094c40f-f16c-4ad2-808f-d60a780365b2,2026-02-04,09:35:13,1297,/training/AvPXe,bad,1,https://lichess.org/training/AvPXe,17,268,79
e0ed253b-2950-4a3a-8781-7be29f3a696b,2026-02-03,16:49:15,1415,/training/53zof,bad,9,https://lichess.org/training/53zof,23,261,78
e0ed253b-2950-4a3a-8781-7be29f3a696b,2026-02-03,16:49:15,1423,/training/zFtUx,bad,25,https://lichess.org/training/zFtUx,24,262,78
e0ed253b-2950-4a3a-8781-7be29f3a696b,2026-02-03,16:49:15,1443,/training/arpx6,bad,0,https://lichess.org/training/arpx6,26,263,78
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1005,/training/w2znT,good,0,https://lichess.org/training/w2znT,1,270,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1023,/training/MplSW,good,3,https://lichess.org/training/MplSW,2,271,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1031,/training/9pQYO,good,5,https://lichess.org/training/9pQYO,3,272,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1037,/training/CB8Ep,good,6,https://lichess.org/training/CB8Ep,4,273,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1064,/training/pqOYB,good,4,https://lichess.org/training/pqOYB,5,274,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1082,/training/lBHqz,good,3,https://lichess.org/training/lBHqz,6,275,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1115,/training/LUmBL,good,9,https://lichess.org/training/LUmBL,8,276,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1132,/training/Eoy4C,good,6,https://lichess.org/training/Eoy4C,9,277,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1143,/training/bZXSD,good,7,https://lichess.org/training/bZXSD,10,278,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1161,/training/x6RUx,good,8,https://lichess.org/training/x6RUx,11,279,14
dd1e7e61-d230-4c38-ba14-04329a0c2fc0,2026-01-18,09:31:57,1172,/training/W8QKT,good,8,https://lichess.org/training/W8QKT,12,280,14
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1066,/training/qEDEN,good,6,https://lichess.org/training/qEDEN,5,261,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1078,/training/hNqE0,good,3,https://lichess.org/training/hNqE0,6,262,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1099,/training/odPqm,good,8,https://lichess.org/training/odPqm,7,263,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1161,/training/x6RUx,good,9,https://lichess.org/training/x6RUx,11,264,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1167,/training/tTaJ3,good,4,https://lichess.org/training/tTaJ3,12,265,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1187,/training/JRFH9,good,9,https://lichess.org/training/JRFH9,14,266,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1270,/training/wmONh,good,6,https://lichess.org/training/wmONh,15,267,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1289,/training/RRSJQ,good,7,https://lichess.org/training/RRSJQ,16,268,13
76c628e8-c4d0-4776-8b68-22178b637268,2026-01-18,09:27:38,1291,/training/fvEM9,good,4,https://lichess.org/training/fvEM9,17,269,13
