game_id,ply,url_ply,move,color,clock,eval,type_of_mistake,end_opening
"jcPpqeUR",8,"https://lichess.org/jcPpqeUR#8","Bd6","black",28939,16,,0
"jcPpqeUR",9,"https://lichess.org/jcPpqeUR#9","O-O","white",28827,10,,0
"jcPpqeUR",10,"https://lichess.org/jcPpqeUR#10","a6","black",28811,18,,0
"jcPpqeUR",11,"https://lichess.org/jcPpqeUR#11","Be2","white",28283,0,,0
"jcPpqeUR",12,"https://lichess.org/jcPpqeUR#12","O-O","black",28219,3,,0
"jcPpqeUR",13,"https://lichess.org/jcPpqeUR#13","d4","white",28171,-15,,0
"jcPpqeUR",14,"https://lichess.org/jcPpqeUR#14","exd4","black",28099,-30,,0
"jcPpqeUR",15,"https://lichess.org/jcPpqeUR#15","Nxd4","white",27995,-23,,0
"jcPpqeUR",16,"https://lichess.org/jcPpqeUR#16","Nxd4","black",27739,-18,,0
"jcPpqeUR",17,"https://lichess.org/jcPpqeUR#17","Qxd4","white",27995,-26,,0
"jcPpqeUR",18,"https://lichess.org/jcPpqeUR#18","b6","black",27115,442,"Blunder",0
"jcPpqeUR",19,"https://lichess.org/jcPpqeUR#19","e5","white",27803,448,,0
"jcPpqeUR",20,"https://lichess.org/jcPpqeUR#20","Bc5","black",26963,455,,0
"jcPpqeUR",21,"https://lichess.org/jcPpqeUR#21","Qh4","white",24675,452,,0
"jcPpqeUR",22,"https://lichess.org/jcPpqeUR#22","Be7","black",22883,465,,0
"jcPpqeUR",23,"https://lichess.org/jcPpqeUR#23","exf6","white",24395,463,,0
"jcPpqeUR",24,"https://lichess.org/jcPpqeUR#24","Bxf6","black",22795,467,,0
"jcPpqeUR",25,"https://lichess.org/jcPpqeUR#25","Qh5","white",23435,461,,0
"jcPpqeUR",26,"https://lichess.org/jcPpqeUR#26","Bb7","black",22595,467,,0
"jcPpqeUR",27,"https://lichess.org/jcPpqeUR#27","Bd3","white",23011,379,,0
"jcPpqeUR",28,"https://lichess.org/jcPpqeUR#28","h6","black",20971,455,,0
"jcPpqeUR",29,"https://lichess.org/jcPpqeUR#29","Qf5","white",22091,434,,0
"jcPpqeUR",30,"https://lichess.org/jcPpqeUR#30","Bxc3","black",19152,,"Blunder",0
"jcPpqeUR",31,"https://lichess.org/jcPpqeUR#31","Qh7#","white",21598,,,1
"9R4lxcu3",1,"https://lichess.org/9R4lxcu3#1","e4","white",30003,18,,0
"9R4lxcu3",2,"https://lichess.org/9R4lxcu3#2","e5","black",30003,22,,0
"9R4lxcu3",3,"https://lichess.org/9R4lxcu3#3","Nc3","white",29859,8,,0
"9R4lxcu3",4,"https://lichess.org/9R4lxcu3#4","Nf6","black",29731,3,,0
"9R4lxcu3",5,"https://lichess.org/9R4lxcu3#5","Nf3","white",29555,0,,0
"9R4lxcu3",6,"https://lichess.org/9R4lxcu3#6","Nc6","black",29579,7,,0
"9R4lxcu3",7,"https://lichess.org/9R4lxcu3#7","d3","white",29379,-15,,0
"9R4lxcu3",8,"https://lichess.org/9R4lxcu3#8","d5","black",28851,-13,,0
"9R4lxcu3",9,"https://lichess.org/9R4lxcu3#9","exd5","white",28899,-17,,0
"9R4lxcu3",10,"https://lichess.org/9R4lxcu3#10","Nxd5","black",28675,-22,,0
"9R4lxcu3",11,"https://lichess.org/9R4lxcu3#11","Bd2","white",28571,-37,,0
"9R4lxcu3",12,"https://lichess.org/9R4lxcu3#12","Bg4","black",28139,-9,,0
"9R4lxcu3",13,"https://lichess.org/9R4lxcu3#13","Be2","white",28227,-12,,0
"9R4lxcu3",14,"https://lichess.org/9R4lxcu3#14","Bb4","black",26507,93,"Inaccuracy",0
"9R4lxcu3",15,"https://lichess.org/9R4lxcu3#15","Nxd5","white",26731,-19,"Mistake",0
"9R4lxcu3",16,"https://lichess.org/9R4lxcu3#16","Bxd2+","black",26251,-21,,0
"9R4lxcu3",17,"https://lichess.org/9R4lxcu3#17","Qxd2","white",26339,-25,,0
"9R4lxcu3",18,"https://lichess.org/9R4lxcu3#18","Qxd5","black",25955,-13,,1
"9R4lxcu3",19,"https://lichess.org/9R4lxcu3#19","O-O","white",25251,-49,,0
"9R4lxcu3",20,"https://lichess.org/9R4lxcu3#20","O-O","black",25243,-21,,0
"9R4lxcu3",21,"https://lichess.org/9R4lxcu3#21","Qg5","white",23851,-34,,0
"9R4lxcu3",22,"https://lichess.org/9R4lxcu3#22","Bxf3","black",23907,7,,0
"9R4lxcu3",23,"https://lichess.org/9R4lxcu3#23","Bxf3","white",23507,7,,0
"9R4lxcu3",24,"https://lichess.org/9R4lxcu3#24","Qd4","black",23291,59,,0
"9R4lxcu3",25,"https://lichess.org/9R4lxcu3#25","Rab1","white",21707,10,,0
"9R4lxcu3",26,"https://lichess.org/9R4lxcu3#26","Rab8","black",22859,36,,0
"9R4lxcu3",27,"https://lichess.org/9R4lxcu3#27","Be4","white",21507,15,,0
"9R4lxcu3",28,"https://lichess.org/9R4lxcu3#28","Qd8","black",21923,26,,0
"9R4lxcu3",29,"https://lichess.org/9R4lxcu3#29","Qh5","white",20883,-4,,0
