name,url
"easy puzzles failed by date","https://lite.datasette.io/?csv=https%3A%2F%2Fraw.githubusercontent.com%2FIsaacVerm%2Flichess-data%2Fmain%2Fdata%2Fpuzzles_puzzle_storm.csv#/data?sql=select%0A++date%2C%0A++rating%2C%0A++%22https%3A%2F%2Flichess.org%22+%7C%7C+href+as+url%0Afrom+puzzles_puzzle_storm%0Awhere+result+%3D+%27bad%27+and+rating+%3C+1200%0Aorder+by+date+desc"
